grp,pp,S,DID,peakVelL,peakVelR,MTL,MTR,accTimeL,accTimeR,decTimeL,decTimeR,accQL,accQR,IPerfL,IPerfR,IPerfEfL,IPerfEfR,HarmonicityL,HarmonicityR,fL,fR,vfTrajCircularityL,vfTrajCircularityR,vfCircularityL,vfCircularityR,q1L,q1R,q2L,q2R,q3L,q3R,q4L,q4R,maxangleL,maxangleR,MI,rho,flsPC,flsAmp,phDiffMean,phDiffStd,d4D,d3D,d2D,d1D,minPeakDelay,minPeakDelayNorm
2,7,3,2,0.50646,0.85601,2.009,0.69,0.751,0.323,1.291,0.366,0.37192,0.46667,2.649,5.7971,2.8731,0.17986,0.13102,1,0.24127,0.68934,0.62519,0.84369,0.50916,0.19751,0.68247,0.85088,0.54622,0.81919,0.70887,0.86639,0.59093,0.84861,1.5708,1.0055,0.049706,3,0.75823,0.98142,2.2729,0.85575,1.1629,1.0169,0.9358,-0.43601,1.8e-05,5.2174e-05
2,7,3,3,0.74423,0.7973,1.864,0.467,0.635,0.232,1.202,0.236,0.34845,0.49893,2.8551,5.5663,3.19,-1.9802,0.093532,1,0.27391,1.0837,0.72752,0.78426,0.35462,0.15154,0.85553,0.77957,0.63745,0.80021,0.85987,0.76677,0.65901,0.76119,3.1416,1.0302,0.062622,3.5,0.11106,0.1048,0.92572,0.98569,1.1722,1.1104,0.94513,-1.2278,2.5e-05,0.00010707
2,7,3,3,0.78866,0.85813,1.8245,0.464,0.688,0.231,1.138,0.2325,0.37492,0.4984,2.9169,5.6023,3.0549,-1.2714,0.080438,1,0.27127,1.0742,0.75966,0.83392,0.34519,0.15752,0.86731,0.85718,0.70044,0.85704,0.9123,0.79601,0.68171,0.80852,3.1416,1.0386,0.03677,3.5,0.1292,0.12185,2.3672,0.99742,1.1891,1.1388,0.9331,-1.7121,-1.85e-05,-7.9741e-05
2,7,3,3,0.68421,0.83522,1.644,0.457,0.5355,0.23,1.104,0.227,0.32747,0.50053,3.2372,5.6881,3.6586,-1.2458,0.06136,1,0.2917,1.1034,0.68891,0.80289,0.39808,0.13369,0.81914,0.81814,0.61665,0.82007,0.83372,0.78696,0.63285,0.79647,3.1416,0.88355,0.044047,3.7826,0.54363,0.49947,-0.59675,0.9876,1.1739,1.0826,0.93747,-11.189,-2.2e-05,-9.628e-05
2,10,1,1,0.80498,0.78797,2.0845,2.125,0.7485,0.682,1.3365,1.445,0.37179,0.32722,2.5531,2.5046,1.6145,-0.72578,0.086547,0.090806,0.24634,0.24634,0.75065,0.74839,0.35988,0.40773,0.87256,0.90649,0.68613,0.65474,0.8634,0.88855,0.6831,0.64326,3.1416,3.1416,0.71724,1,0.9995,0.4718,-0.015144,0.0058497,1.2386,0.39513,1.0741,-0.008135,-0.0565,-0.05421
2,10,1,1,0.71252,0.75303,2.4545,2.5105,0.9345,0.8,1.6005,1.702,0.35801,0.32108,2.1682,2.1199,2.1987,0.69271,0.13818,0.12399,0.19531,0.19531,0.74864,0.76257,0.39734,0.40845,0.8763,0.93515,0.62956,0.66157,0.76952,0.79656,0.67064,0.64242,3.1416,3.1416,0.72068,1,0.99986,0.37803,0.023654,0.0063622,1.2318,0.38989,1.1033,0.017055,-0.054,-0.044001
2,10,1,1,0.78798,0.7508,2.3755,2.39,0.8135,0.77,1.546,1.6185,0.34718,0.33426,2.2403,2.2268,2.1714,0.49335,0.083934,0.13571,0.21612,0.21612,0.68559,0.68948,0.39138,0.41299,0.90969,0.86729,0.65849,0.64973,0.81573,0.79959,0.63029,0.59697,3.1416,3.1416,0.71769,1,0.99973,0.41371,0.0046449,0.0051415,1.1964,0.39646,1.0383,0.0025643,-0.055,-0.046306
2,10,1,2,0.80475,0.80666,1.51,1.489,0.613,0.551,0.898,0.937,0.40692,0.36438,3.5245,2.6864,3.4481,0.18392,0.10592,0.073409,0.33524,0.33524,0.83362,0.80606,0.27917,0.27904,0.94538,0.91721,0.81695,0.7674,0.83052,0.8674,0.76314,0.72876,1.9145,1.5708,0.73971,1,0.98808,0.67888,0.014085,0.0035508,1.2509,0.51,1.0965,0.010276,-0.006,-0.007947
2,10,1,2,0.76562,0.86864,2.102,2.1205,0.7455,0.7185,1.344,1.387,0.3592,0.34571,2.5318,1.8864,2.556,0.16328,0.095721,0.09215,0.23609,0.23609,0.75461,0.80702,0.40594,0.32296,0.85216,0.8689,0.69754,0.73516,0.85674,0.93512,0.63973,0.69427,1.5708,3.1416,0.74406,1,0.99709,0.47792,0.014139,0.0082904,1.2337,0.48447,1.0361,0.014117,-0.027,-0.02569
2,10,1,2,0.65071,0.6323,2.2685,2.212,0.756,0.721,1.4695,1.494,0.33902,0.32127,2.3461,1.8083,2.2726,0.16707,0.10157,0.093664,0.21115,0.21115,0.71105,0.71095,0.45081,0.43684,0.85482,0.8015,0.61154,0.59657,0.76756,0.74781,0.59018,0.61312,2.3081,3.1416,0.73052,1,0.99989,0.40707,-0.021776,0.0048189,1.1707,0.36206,1.0465,-0.0076724,-0.0075,-0.0066123
2,10,1,3,0.65002,0.64219,1.719,1.743,0.681,0.628,0.99,1.151,0.40397,0.36441,3.0959,1.4914,2.8668,-0.4907,0.098876,0.0696,0.29839,0.29839,0.70968,0.66531,0.3245,0.29749,0.85998,0.84337,0.71758,0.6801,0.71287,0.66648,0.60467,0.61913,1.5708,3.1416,0.72821,1,0.99018,0.61263,0.02205,0.0044361,1.1294,0.38696,1.022,0.014286,-0.026,-0.03025
2,10,1,3,0.65505,0.74262,2.0625,2.1405,0.77,0.758,1.2595,1.3775,0.3851,0.37479,2.5805,1.2144,2.521,-0.15474,0.13412,0.086943,0.24414,0.24414,0.67458,0.71912,0.38232,0.28226,0.82491,0.8525,0.60404,0.66263,0.75018,0.7597,0.61637,0.64858,3.1416,1.9271,0.75014,1,0.99539,0.49985,0.035771,0.0067916,1.1579,0.39075,1.0346,0.026794,0.0165,0.016
2,10,1,3,0.81533,0.84132,1.9265,1.921,0.7145,0.69,1.183,1.236,0.38678,0.36214,2.7626,1.3532,2.749,-0.35657,0.095514,0.091429,0.27574,0.27574,0.77399,0.78545,0.32366,0.28032,0.91415,0.86404,0.73773,0.70135,0.8421,0.86714,0.68896,0.75683,3.1416,2.3579,0.73076,1,0.98312,0.59641,-0.0012036,0.014985,1.2028,0.56899,1.0089,0.019004,-0.0455,-0.047236
2,10,2,1,0.73995,0.73548,1.7665,1.7145,0.5705,0.556,1.1705,1.173,0.35122,0.33,3.0127,3.1041,3.4131,1.0041,0.041652,0.060054,0.29871,0.29871,0.72987,0.75236,0.36734,0.37817,0.91677,0.9395,0.70915,0.63621,0.8031,0.79027,0.60403,0.60505,3.1416,2.4376,0.70984,1,0.99808,0.57722,-0.0062076,0.0021443,1.2729,0.16514,1.2228,-0.0057633,-0.031,-0.035098
2,10,2,1,0.79542,0.71087,2.031,2.068,0.6845,0.689,1.3225,1.319,0.35328,0.3441,2.6203,2.5735,3.0882,0.68509,0.063984,0.060353,0.25276,0.25276,0.73918,0.72847,0.36297,0.37966,0.9688,0.91915,0.7427,0.67901,0.78538,0.76358,0.62374,0.57143,2.8057,3.1416,0.73157,1,0.9981,0.50123,-0.0017677,0.0037084,1.2684,0.17942,1.2056,-0.0010661,-0.0335,-0.032989
2,10,2,1,0.72369,0.66391,2.04,2.029,0.752,0.6625,1.29,1.3725,0.37983,0.31308,2.6089,2.6229,2.8108,0.87157,0.049289,0.046919,0.23205,0.23205,0.72953,0.73073,0.34811,0.43438,0.91013,0.89302,0.68712,0.59047,0.82203,0.71311,0.63838,0.5837,2.1313,1.808,0.7365,1,0.99826,0.46276,-0.02828,0.0035418,1.2702,0.1655,1.225,-0.018511,0.012,0.011765
2,10,2,2,0.74577,0.67991,1.8245,1.6565,0.5875,0.5835,1.19,1.124,0.33668,0.3415,2.9169,2.415,3.1484,0.24084,0.063096,0.045411,0.26334,0.26334,0.71137,0.65114,0.36331,0.34603,0.87766,0.85188,0.71174,0.65627,0.80303,0.69224,0.60323,0.55332,2.6127,1.5708,0.7377,1,0.99881,0.51187,0.032914,0.0058593,1.2227,0.1944,1.1642,0.017771,0.008,0.0087695
2,10,2,2,0.76848,0.69856,1.7585,1.7665,0.6365,0.5715,1.087,1.1755,0.37841,0.34226,3.0265,2.2644,3.2344,0.14771,0.070834,0.046607,0.26334,0.26334,0.74181,0.6773,0.34202,0.35106,0.8979,0.89044,0.71512,0.71098,0.80143,0.765,0.64853,0.56762,3.1416,1.8566,0.70636,1,0.99454,0.5384,0.0082243,0.0037611,1.2289,0.22354,1.1674,0.0036668,-0.005,-0.0056867
2,10,2,2,0.73715,0.77699,1.731,1.739,0.618,0.568,1.105,1.1765,0.3529,0.33164,3.0745,2.3002,3.6338,0.19173,0.059802,0.042011,0.27344,0.27344,0.71563,0.71267,0.41302,0.38714,0.89085,0.9236,0.69517,0.72544,0.76081,0.74537,0.5965,0.57234,2.1376,2.3136,0.71621,1,0.99617,0.54767,0.0047395,0.0038915,1.2449,0.21432,1.1794,0.0032313,-0.0255,-0.029463
2,10,2,3,0.80713,0.70897,1.8275,1.7935,0.5985,0.5605,1.255,1.207,0.34589,0.32788,2.9121,1.4495,2.9403,-0.13632,0.061699,0.04461,0.27127,0.27127,0.72577,0.65901,0.39725,0.31322,0.88559,0.868,0.70264,0.70218,0.82689,0.72936,0.60057,0.55943,3.1416,1.5708,0.752,1,0.99556,0.54729,0.048286,0.0052015,1.1638,0.23625,1.0821,0.033704,0.0195,0.021341
2,10,2,3,0.87324,0.80752,1.551,1.513,0.553,0.449,0.98,1.063,0.36208,0.33318,3.4313,1.7181,3.8563,0.22328,0.058117,0.037366,0.32043,0.32043,0.79775,0.76025,0.36887,0.34695,0.95303,0.95604,0.76614,0.77023,0.92424,0.86,0.67981,0.63363,3.0113,1.5708,0.7153,1,0.99647,0.62107,0.0092031,0.0034422,1.2814,0.29388,1.181,0.0099204,0,0
2,10,2,3,0.79687,0.71989,1.6485,1.622,0.582,0.518,1.017,1.0925,0.35934,0.30935,3.2283,1.6026,3.8093,-0.047003,0.060447,0.03436,0.30518,0.30518,0.79473,0.73266,0.33862,0.31872,0.94294,0.90141,0.7527,0.63219,0.86875,0.74017,0.66558,0.62523,1.6633,1.6636,0.72273,1,0.98355,0.64584,0.0021358,0.0024675,1.247,0.26005,1.1791,0.00055091,-0.0385,-0.046709
2,10,3,1,0.70064,0.76787,1.348,1.387,0.411,0.377,0.915,1.007,0.32057,0.27406,3.948,3.837,4.4183,1.3023,0.043302,0.035626,0.36821,0.36821,0.675,0.63404,0.40181,0.45732,0.83232,0.9631,0.64265,0.61419,0.83883,0.79332,0.58909,0.56464,3.0803,2.6304,0.71459,1,0.99769,0.68214,-0.014891,0.0055509,1.2699,0.13569,1.228,-0.011452,0,0
2,10,3,1,0.79628,0.74931,1.5665,1.5475,0.5195,0.43,1.0305,1.1135,0.3356,0.2792,3.3978,3.4392,3.7503,1.1646,0.043401,0.034364,0.30839,0.30839,0.69343,0.66926,0.37507,0.50285,0.91055,0.95502,0.66485,0.55102,0.89765,0.79334,0.60523,0.56831,3.1416,2.7775,0.73153,1,0.99533,0.60835,-0.029443,0.0050605,1.2475,0.12427,1.2047,-0.019472,0.0215,0.02745
2,10,3,1,0.83902,0.79314,1.5175,1.5315,0.448,0.4125,1.0385,1.1205,0.29397,0.26422,3.5071,3.475,3.8128,1.1109,0.036498,0.028198,0.32552,0.32552,0.69601,0.69496,0.39535,0.49128,0.93178,0.99411,0.68147,0.60993,0.94103,0.83852,0.60844,0.56432,2.6894,2.931,0.77263,1,0.99547,0.63467,-0.057013,0.0051898,1.2736,0.13392,1.2272,-0.030513,0.0435,0.057331
2,10,3,2,0.81076,0.7949,1.414,1.367,0.4275,0.35,0.9615,1.024,0.30832,0.26085,3.7641,2.9261,4.1437,0.95341,0.035949,0.025356,0.35903,0.35903,0.73303,0.67329,0.42001,0.46052,0.92459,0.99275,0.67994,0.623,0.91662,0.85259,0.63721,0.57555,3.1416,3.1416,0.73806,1,0.99787,0.66826,-0.023004,0.0036821,1.2627,0.13476,1.2132,-0.015731,0.003,0.0042433
2,10,3,2,0.84554,0.78241,1.33,1.3585,0.427,0.353,0.936,1.0175,0.31129,0.2499,4.0016,2.9445,4.5693,0.53531,0.040348,0.028567,0.35903,0.35903,0.70658,0.65474,0.40246,0.43902,0.95065,0.97065,0.66948,0.61197,0.95001,0.83543,0.65656,0.59869,3.0152,1.5708,0.72501,1,0.98869,0.7108,-0.020227,0.0035053,1.2653,0.14617,1.217,-0.007927,-0.019,-0.028571
2,10,3,2,0.83638,0.81941,1.467,1.427,0.415,0.419,1.039,1.0245,0.28402,0.29085,3.6278,2.8031,4.031,0.56319,0.036812,0.03241,0.3418,0.3418,0.70127,0.66966,0.46128,0.38418,0.94744,0.92841,0.64237,0.59469,0.95661,0.91982,0.59119,0.6044,2.2313,2.6767,0.66513,1,0.99721,0.64841,-3.1254,0.0055502,1.2701,1.7512,1.218,-2.8253,0.011,0.014997
2,10,3,3,0.90517,0.77468,1.404,1.374,0.403,0.347,0.976,1.022,0.30492,0.25293,3.7905,1.8919,4.4521,-0.035403,0.033062,0.031505,0.36821,0.36821,0.75202,0.66291,0.37873,0.4023,1.0073,0.96887,0.73251,0.59429,0.95564,0.80494,0.65029,0.59002,2.5003,1.5708,0.73141,1,0.97947,0.75016,-0.0084423,0.0024827,1.2319,0.18026,1.1791,-0.0020798,-0.004,-0.005698
2,10,3,3,0.81429,0.75693,1.2145,1.252,0.3195,0.353,0.909,0.912,0.24985,0.27839,4.3821,2.0762,4.9415,0.007793,0.024006,0.029463,0.40023,0.40023,0.73997,0.69489,0.45253,0.4253,0.92135,0.8611,0.64258,0.56875,0.94977,0.88698,0.59182,0.61694,1.9727,1.4251,0.5544,1,0.99335,0.74758,-3.1205,0.0057475,1.2361,1.6845,1.1607,-2.8736,0.008,0.013174
2,10,3,3,0.80442,0.78508,1.2915,1.282,0.311,0.329,0.95,0.959,0.23641,0.24701,4.1207,2.0277,4.5572,-0.19979,0.031026,0.024189,0.38752,0.38752,0.78611,0.65973,0.43523,0.35696,0.92425,0.83853,0.6364,0.57316,0.94004,0.8973,0.59462,0.57459,1.9693,1.5708,0.58632,1,0.97921,0.77608,-3.1032,0.0080996,1.2032,1.6394,1.1275,-2.8776,0.007,0.01084
